name,ttm,12/31/20,9/30/20,6/30/20,3/31/20,12/31/19,9/30/19,6/30/19,3/31/19,12/31/18,9/30/18,6/30/18,3/31/18,12/31/17,9/30/17,6/30/17,3/31/17,12/31/16,9/30/16,6/30/16,3/31/16,12/31/15,9/30/15,6/30/15,3/31/15,12/31/14,9/30/14,6/30/14,3/31/14,12/31/13,9/30/13,6/30/13,3/31/13,12/31/12,9/30/12,6/30/12,3/31/12,12/31/11,9/30/11,6/30/11,3/31/11,12/31/10,9/30/10,6/30/10,3/31/10,12/31/09,9/30/09,6/30/09,3/31/09,12/31/08,9/30/08,6/30/08,3/31/08,12/31/07,9/30/07,6/30/07,3/31/07,12/31/06,9/30/06,6/30/06,3/31/06,12/31/05,9/30/05,6/30/05,3/31/05,12/31/04,9/30/04,6/30/04,3/31/04,12/31/03,9/30/03,6/30/03,3/31/03,12/31/02,9/30/02,6/30/02,3/31/02,12/31/01,9/30/01,6/30/01,3/31/01,12/31/00,9/30/00,6/30/00,3/31/00,12/31/99,9/30/99,6/30/99,3/31/99,12/31/98,9/30/98,6/30/98,3/31/98,12/31/97,9/30/97,6/30/97,3/31/97,12/31/96,9/30/96,6/30/96,3/31/96,12/31/95,9/30/95,6/30/95,3/31/95,12/31/94,9/30/94,6/30/94,3/31/94,12/31/93,9/30/93,6/30/93,3/31/93,12/31/92,9/30/92,6/30/92,3/31/92,12/31/91,9/30/91,6/30/91,3/31/91,12/31/90,9/30/90,6/30/90,3/31/90,12/31/89,9/30/89,6/30/89,3/31/89,12/31/88,9/30/88,6/30/88,3/31/88,12/31/87,9/30/87,6/30/87,3/31/87,12/31/86,9/30/86,6/30/86,3/31/86,12/31/85,9/30/85
"	SpecialIncomeCharges","-4,725,000,000","-113,000,000","198,000,000","-4,665,000,000","-145,000,000","-150,000,000","-797,000,000","-330,000,000","4,301,000,000",0,"596,000,000",,"-13,000,000","38,000,000","-20,000,000",0,0,0,"-31,000,000","-44,000,000",0,"-81,000,000","-53,000,000",0,0,0,"4,000,000",0,"29,000,000","-19,000,000","-162,000,000","-60,000,000","-61,000,000","-102,000,000","6,000,000","-7,000,000","146,000,000","-6,000,000","-9,000,000","-34,000,000",0,"63,000,000","382,000,000","7,000,000","-1,000,000","-78,000,000","639,000,000","-21,000,000","-305,000,000","114,000,000","-91,000,000","32,000,000",,,0,,,"1,052,000,000",0,"18,000,000",,"70,000,000",,"24,000,000","-7,000,000","-17,000,000","-5,000,000","-56,000,000","-3,000,000",,"-1,000,000","1,000,000",,,0,"34,000,000",,,"-126,000,000","-138,000,000","-996,000,000","-78,000,000","153,000,000","93,000,000",,"202,000,000","-208,000,000","-87,000,000","-75,000,000","261,000,000",,,,,0,,,"135,000,000","41,000,000",,"-525,000,000","-22,000,000","52,500,000","-14,400,000","-33,100,000","27,900,000","54,300,000","-47,700,000","8,400,000","4,200,000","-247,000,000","-26,700,000","-34,900,000","-37,800,000","136,700,000","-1,200,000","800,000","5,200,000","103,700,000","7,700,000","7,200,000","800,000","54,500,000","10,200,000","18,800,000","16,500,000",,,,,,,,,,,,,,,,,
"		RestructuringAndMergernAcquisition","5,698,000,000","113,000,000","393,000,000","94,000,000","145,000,000","150,000,000","314,000,000","330,000,000","-4,255,000,000",0,"2,000,000",,"13,000,000","15,000,000","-157,000,000",0,0,0,"31,000,000","44,000,000",0,"81,000,000","53,000,000",0,0,0,"73,000,000",0,"48,000,000","19,000,000","93,000,000","60,000,000","61,000,000",0,"49,000,000","7,000,000","38,000,000","6,000,000","9,000,000","34,000,000",0,"12,000,000","58,000,000","36,000,000","71,000,000","105,000,000","166,000,000","21,000,000","305,000,000",,,,,,,,,,0,"-18,000,000",,,,"-24,000,000","7,000,000","17,000,000","5,000,000","56,000,000","3,000,000",,"1,000,000","15,000,000",,,,,,,"126,000,000","138,000,000","996,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		ImpairmentOfCapitalAssets",,,,"4,953,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		OtherSpecialCharges",,,"-591,000,000","-382,000,000",,,"511,000,000",,"-46,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"321,000,000","-55,000,000",,"-184,000,000",,0,,,"-75,000,000","-440,000,000","-43,000,000","-70,000,000","-27,000,000","-805,000,000",,,,,,,,,,,,0,,,,,,,,,,,,0,"-16,000,000",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		GainOnSaleOfBusiness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,"219,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		GainOnSaleOfPPE",,,,,,,,,,,,,,"53,000,000",,,,,,,,,,,0,,,,"77,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	OtherNonOperatingIncomeExpenses",,"-33,000,000",,"3,000,000","2,000,000","3,000,000",,"27,000,000","25,000,000","25,000,000","507,000,000",,"41,000,000","53,000,000","255,000,000","-177,000,000",,,,,,,,,,,"66,000,000",,"29,000,000","6,000,000","23,000,000",,"10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-4,323,000,000","46,000,000","-580,000,000","-4,840,000,000","1,060,000,000","2,632,000,000","1,258,000,000","2,018,000,000","7,237,000,000","3,431,000,000","3,202,000,000","3,854,000,000","3,928,000,000","3,745,000,000","2,694,000,000","3,618,000,000","3,751,000,000","3,725,000,000","2,881,000,000","4,183,000,000","3,446,000,000","4,358,000,000","3,224,000,000","3,962,000,000","3,320,000,000","3,362,000,000","2,461,000,000","3,670,000,000","3,175,000,000","2,940,000,000","2,224,000,000","3,093,000,000","2,275,000,000","2,028,000,000","2,114,000,000","3,029,000,000","1,876,000,000","2,241,000,000","1,903,000,000","2,508,000,000","1,568,000,000","2,064,000,000","1,434,000,000","2,336,000,000","1,535,000,000","1,322,000,000","1,661,000,000","1,657,000,000","1,001,000,000","1,339,000,000","1,387,000,000","2,087,000,000","1,895,000,000","2,033,000,000","1,504,000,000","2,027,000,000","1,524,000,000","2,732,000,000","1,310,000,000","1,809,000,000","1,149,000,000","1,179,000,000","294,000,000","1,361,000,000","1,190,000,000","1,142,000,000","647,000,000","1,015,000,000","963,000,000","1,114,000,000","708,000,000","662,000,000","419,000,000","465,000,000","289,000,000","636,000,000","494,000,000","771,000,000","-993,000,000","751,000,000","-296,000,000","628,000,000","535,000,000","786,000,000","300,000,000","905,000,000","180,000,000","664,000,000","395,000,000","1,075,000,000","513,000,000","713,000,000","651,000,000","1,280,000,000","708,000,000","806,000,000","572,000,000","1,301,000,000","626,000,000","719,000,000","-49,000,000","764,000,000","404,700,000","488,100,000","483,900,000","739,900,000","331,400,000","405,400,000","381,000,000","585,000,000","-87,300,000","401,700,000","331,900,000","421,500,000","356,800,000","351,800,000","261,600,000","331,600,000","278,400,000","264,800,000","202,600,000","272,600,000","370,900,000","384,600,000","287,900,000","281,300,000",,,,,,,,,,,,,,,,,
TaxProvision,"257,000,000","16,000,000","49,000,000","-331,000,000","525,000,000","459,000,000","344,000,000","395,000,000","1,647,000,000","645,000,000","783,000,000","795,000,000","813,000,000","-728,000,000","829,000,000","1,144,000,000","1,212,000,000","1,237,000,000","989,000,000","1,471,000,000","1,170,000,000","1,448,000,000","1,483,000,000","1,323,000,000","1,092,000,000","1,118,000,000","836,000,000","1,251,000,000","1,119,000,000","1,036,000,000","681,000,000","1,059,000,000","654,000,000","590,000,000","724,000,000","993,000,000","650,000,000","720,000,000","652,000,000","845,000,000","558,000,000","730,000,000","468,000,000","831,000,000","537,000,000","478,000,000","587,000,000","626,000,000","348,000,000","488,000,000","490,000,000","712,000,000","712,000,000","759,000,000","521,000,000","762,000,000","590,000,000","1,026,000,000","446,000,000","611,000,000","404,000,000","429,000,000","-53,000,000","463,000,000","438,000,000","393,000,000","65,000,000","365,000,000","357,000,000","410,000,000","198,000,000","247,000,000","157,000,000","187,000,000","96,000,000","253,000,000","205,000,000","299,000,000","96,000,000","339,000,000","238,000,000","386,000,000","368,000,000","425,000,000","223,000,000","590,000,000","95,000,000","297,000,000","169,000,000","453,000,000","217,000,000","298,000,000","267,000,000","525,000,000","297,000,000","333,000,000","239,000,000","552,000,000","290,000,000","313,000,000","-24,000,000","268,000,000","140,700,000","169,900,000","168,400,000","257,500,000","105,500,000","137,800,000","132,600,000","216,400,000","-9,500,000","142,600,000","127,000,000","161,200,000","133,100,000","131,000,000","97,500,000","123,500,000","104,400,000","99,300,000","76,000,000","102,200,000","138,200,000","146,200,000","109,400,000","106,900,000",,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-4,954,000,000","17,000,000","-710,000,000","-4,721,000,000","460,000,000","2,107,000,000","1,054,000,000","1,760,000,000","5,452,000,000","2,788,000,000","2,322,000,000","2,916,000,000","2,937,000,000","4,423,000,000","1,747,000,000","2,366,000,000","2,388,000,000","2,479,000,000","1,771,000,000","2,597,000,000","2,143,000,000","2,880,000,000","1,609,000,000","2,483,000,000","2,108,000,000","2,182,000,000","1,499,000,000","2,245,000,000","1,917,000,000","1,840,000,000","1,394,000,000","1,847,000,000","1,513,000,000","1,382,000,000","1,244,000,000","1,831,000,000","1,143,000,000","1,464,000,000","1,087,000,000","1,476,000,000","942,000,000","1,302,000,000","835,000,000","1,331,000,000","953,000,000","844,000,000","895,000,000","954,000,000","613,000,000","845,000,000","760,000,000","1,284,000,000","1,133,000,000","1,250,000,000","877,000,000","1,178,000,000","931,000,000","1,701,000,000","782,000,000","1,125,000,000","733,000,000","734,000,000","261,000,000","851,000,000","698,000,000","723,000,000","516,000,000","604,000,000","537,000,000","688,000,000","382,000,000","400,000,000","229,000,000","256,000,000","175,000,000","364,000,000","259,000,000","438,000,000","53,000,000","392,000,000","-567,000,000","-36,000,000","167,000,000","361,000,000","77,000,000","315,000,000","85,000,000","367,000,000","226,000,000","622,000,000","296,000,000","415,000,000","384,000,000","755,000,000","411,000,000","473,000,000","333,000,000","749,000,000","336,000,000","406,000,000","-25,000,000","496,000,000","264,000,000","318,200,000","315,500,000","482,400,000","225,900,000","267,600,000","248,400,000","368,600,000","-77,800,000","259,100,000","204,900,000","260,300,000","223,700,000","220,800,000","164,100,000","208,100,000","174,000,000","165,500,000","126,600,000","170,400,000","232,700,000","238,400,000","178,500,000","174,400,000",,,,,,,,,,,,,,,,,
"	NetIncome","-4,954,000,000","17,000,000","-710,000,000","-4,721,000,000","460,000,000","2,107,000,000","1,054,000,000","1,760,000,000","5,452,000,000","2,788,000,000","2,322,000,000","2,916,000,000","2,937,000,000","4,423,000,000","1,747,000,000","2,366,000,000","2,388,000,000","2,479,000,000","1,771,000,000","2,597,000,000","2,143,000,000","2,880,000,000","1,609,000,000","2,483,000,000","2,108,000,000","2,182,000,000","1,499,000,000","2,245,000,000","1,917,000,000","1,840,000,000","1,394,000,000","1,847,000,000","1,513,000,000","1,382,000,000","1,244,000,000","1,831,000,000","1,143,000,000","1,464,000,000","1,087,000,000","1,476,000,000","942,000,000","1,302,000,000","835,000,000","1,331,000,000","953,000,000","844,000,000","895,000,000","954,000,000","613,000,000","845,000,000","760,000,000","1,284,000,000","1,133,000,000","1,250,000,000","877,000,000","1,178,000,000","931,000,000","1,701,000,000","782,000,000","1,125,000,000","733,000,000","734,000,000","261,000,000","851,000,000","698,000,000","723,000,000","516,000,000","604,000,000","537,000,000","688,000,000","382,000,000","400,000,000","229,000,000","256,000,000","175,000,000","364,000,000","259,000,000","438,000,000","53,000,000","392,000,000","-567,000,000","-36,000,000","167,000,000","361,000,000","77,000,000","315,000,000","85,000,000","367,000,000","226,000,000","622,000,000","296,000,000","415,000,000","384,000,000","755,000,000","411,000,000","473,000,000","333,000,000","749,000,000","336,000,000","406,000,000","-25,000,000","496,000,000","264,000,000","318,200,000","315,500,000","482,400,000","225,900,000","267,600,000","248,400,000","368,600,000","-77,800,000","259,100,000","204,900,000","260,300,000","223,700,000","220,800,000","164,100,000","208,100,000","174,000,000","165,500,000","126,600,000","170,400,000","232,700,000","238,400,000","178,500,000","174,400,000",,,,,,,,,,,,,,,,,
"		NetIncomeIncludingNoncontrollingInterests","-4,603,000,000","18,000,000","-629,000,000","-4,512,000,000","520,000,000","2,147,000,000","1,205,000,000","1,982,000,000","5,611,000,000","2,786,000,000","2,419,000,000","3,059,000,000","3,115,000,000","4,473,000,000","1,865,000,000","2,474,000,000","2,539,000,000","2,488,000,000","1,892,000,000","2,712,000,000","2,276,000,000","2,910,000,000","1,741,000,000","2,639,000,000","2,228,000,000","2,244,000,000","1,625,000,000","2,419,000,000","2,056,000,000","1,904,000,000","1,543,000,000","2,034,000,000","1,621,000,000","1,438,000,000","1,390,000,000","2,036,000,000","1,226,000,000","1,521,000,000","1,251,000,000","1,663,000,000","1,010,000,000","1,334,000,000","966,000,000","1,505,000,000","998,000,000","844,000,000","1,074,000,000","1,031,000,000","653,000,000","851,000,000","897,000,000","1,375,000,000","1,183,000,000","1,274,000,000","977,000,000","1,247,000,000","934,000,000","1,706,000,000","864,000,000","1,198,000,000","745,000,000","750,000,000","311,000,000","898,000,000","752,000,000","749,000,000","582,000,000","650,000,000","606,000,000","704,000,000","439,000,000","415,000,000","262,000,000","278,000,000","193,000,000","383,000,000","289,000,000","472,000,000","74,000,000","412,000,000","-534,000,000","-6,000,000","188,000,000","403,000,000","97,000,000","339,000,000","85,000,000","367,000,000","226,000,000","622,000,000","296,000,000","415,000,000","384,000,000","755,000,000","411,000,000","473,000,000","333,000,000","749,000,000","336,000,000","406,000,000","-25,000,000","496,000,000","264,000,000","318,200,000","315,500,000","482,400,000","225,900,000","267,600,000","248,400,000","368,600,000","-77,800,000","259,100,000","204,900,000","260,300,000","223,700,000","220,800,000","164,100,000","208,100,000","174,000,000","165,500,000","126,600,000","170,400,000","232,700,000","238,400,000","178,500,000","174,400,000","212,700,000","193,300,000","149,000,000","148,300,000","136,400,000","165,000,000","120,200,000","100,400,000","135,300,000","128,400,000","91,200,000","89,800,000","81,100,000","79,700,000","51,800,000","34,700,000","53,800,000"
"			NetIncomeContinuousOperations","-4,580,000,000","30,000,000","-629,000,000","-4,509,000,000","535,000,000","2,173,000,000","914,000,000","1,623,000,000","5,590,000,000","2,786,000,000","2,419,000,000","3,059,000,000","3,115,000,000","4,473,000,000","1,865,000,000","2,474,000,000","2,539,000,000","2,488,000,000","1,892,000,000","2,712,000,000","2,276,000,000","2,910,000,000","1,741,000,000","2,639,000,000","2,228,000,000","2,244,000,000","1,625,000,000","2,419,000,000","2,056,000,000","1,904,000,000","1,543,000,000","2,034,000,000","1,621,000,000","1,438,000,000","1,390,000,000","2,036,000,000","1,226,000,000","1,521,000,000","1,251,000,000","1,663,000,000","1,010,000,000","1,334,000,000","966,000,000","1,505,000,000","998,000,000","844,000,000","1,074,000,000","1,031,000,000","653,000,000","845,000,000","760,000,000","1,284,000,000","1,133,000,000","1,250,000,000","883,000,000","1,196,000,000","931,000,000","1,701,000,000","782,000,000","1,125,000,000","733,000,000","734,000,000","297,000,000","851,000,000","698,000,000","723,000,000","516,000,000","604,000,000","537,000,000","688,000,000","453,000,000","400,000,000","229,000,000","256,000,000","175,000,000","364,000,000","259,000,000","438,000,000","53,000,000","392,000,000","-567,000,000","242,000,000","167,000,000","361,000,000","77,000,000","315,000,000","85,000,000","367,000,000","226,000,000","622,000,000","296,000,000","415,000,000","384,000,000","755,000,000","411,000,000","473,000,000","333,000,000","749,000,000","336,000,000","406,000,000","-25,000,000","496,000,000","264,000,000","318,200,000","315,500,000","482,400,000","225,900,000","267,600,000","248,400,000","368,600,000","-77,800,000","259,100,000","204,900,000","260,300,000","223,700,000","220,800,000","164,100,000","208,100,000","174,000,000","165,500,000","126,600,000","170,400,000","232,700,000","238,400,000","178,500,000","174,400,000","212,700,000","193,300,000","149,000,000","148,300,000","136,400,000","165,000,000","120,200,000","100,400,000","110,600,000","121,900,000","88,000,000","71,800,000","81,100,000","79,700,000","51,800,000","34,700,000","53,800,000"
"			NetIncomeDiscontinuousOperations","-23,000,000","-12,000,000",0,"-3,000,000","-15,000,000","-26,000,000","291,000,000","359,000,000","21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,000,000","-18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,700,000","6,500,000","3,200,000","18,000,000",,,,,
"			NetIncomeExtraordinary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"-278,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		MinorityInterests","-351,000,000","-1,000,000","-81,000,000","-209,000,000","-60,000,000","-40,000,000","-151,000,000","-222,000,000","-159,000,000","2,000,000","-97,000,000","-143,000,000","-178,000,000","-50,000,000","-118,000,000","-108,000,000","-151,000,000","-9,000,000","-121,000,000","-115,000,000","-133,000,000","-30,000,000","-132,000,000","-156,000,000","-120,000,000","-62,000,000","-126,000,000","-174,000,000","-139,000,000","-64,000,000","-149,000,000","-187,000,000","-108,000,000","-56,000,000","-146,000,000","-205,000,000","-83,000,000","-57,000,000","-164,000,000","-187,000,000","-68,000,000","-32,000,000","-131,000,000","-174,000,000","-45,000,000",0,"-179,000,000","-77,000,000","-40,000,000","-6,000,000","-137,000,000","-91,000,000","-50,000,000","-24,000,000","-100,000,000","-69,000,000","-3,000,000","-5,000,000","-82,000,000","-73,000,000","-12,000,000","-16,000,000","-50,000,000","-47,000,000","-54,000,000","-26,000,000","-66,000,000","-46,000,000","-69,000,000","-16,000,000","-57,000,000","-15,000,000","-33,000,000","-22,000,000","-18,000,000","-19,000,000","-30,000,000","-34,000,000","-21,000,000","-20,000,000","-33,000,000","-30,000,000","-21,000,000","-42,000,000","-20,000,000","-24,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-4,954,000,000","17,000,000","-710,000,000","-4,721,000,000","460,000,000","2,107,000,000","1,054,000,000","1,760,000,000","5,452,000,000","2,788,000,000","2,322,000,000","2,916,000,000","2,937,000,000","4,423,000,000","1,747,000,000","2,366,000,000","2,388,000,000","2,479,000,000","1,771,000,000","2,597,000,000","2,143,000,000","2,880,000,000","1,609,000,000","2,483,000,000","2,108,000,000","2,182,000,000","1,499,000,000","2,245,000,000","1,917,000,000","1,840,000,000","1,394,000,000","1,847,000,000","1,513,000,000","1,382,000,000","1,244,000,000","1,831,000,000","1,143,000,000","1,464,000,000","1,087,000,000","1,476,000,000","942,000,000","1,302,000,000","835,000,000","1,331,000,000","953,000,000","844,000,000","895,000,000","954,000,000","613,000,000","845,000,000","760,000,000","1,284,000,000","1,133,000,000","1,250,000,000","877,000,000","1,178,000,000","931,000,000","1,701,000,000","782,000,000","1,125,000,000","733,000,000","734,000,000","261,000,000","851,000,000","698,000,000","723,000,000","516,000,000","604,000,000","537,000,000","688,000,000","382,000,000","400,000,000","229,000,000","256,000,000","175,000,000","364,000,000","259,000,000","438,000,000","53,000,000","392,000,000","-567,000,000","-36,000,000","167,000,000","361,000,000","77,000,000","315,000,000","85,000,000","367,000,000","226,000,000","622,000,000","296,000,000","415,000,000","384,000,000","755,000,000","411,000,000","473,000,000","333,000,000","749,000,000","336,000,000","406,000,000","-25,000,000","496,000,000","264,000,000","318,200,000","315,500,000","482,400,000","225,900,000","267,600,000","248,400,000","368,600,000","-77,800,000","259,100,000","204,900,000","260,300,000","223,700,000","220,800,000","164,100,000","208,100,000","174,000,000","165,500,000","126,600,000","170,400,000","232,700,000","238,400,000","178,500,000","174,400,000",,,,,,,,,,,,,,,,,
BasicEPS,,0.01,-0.39,-2.61,0.25,1.17,0.58,0.98,3.56,1.87,1.56,1.96,1.95,2.93,1.14,1.51,1.51,1.56,1.1,1.6,1.31,1.74,0.96,1.46,1.24,1.28,0.87,1.3,1.1,1.04,0.78,1.02,0.84,0.78,0.69,1.02,0.64,0.81,,0.78,0.5,0.69,,0.68,0.49,0.45,,0.51,0.33,0.46,,0.68,0.6,0.66,,0.59,0.46,0.83,,0.54,0.38,0.38,,0.42,0.34,0.35,,0.29,0.26,0.34,,0.2,0.11,0.13,,0.18,0.13,0.21,,0.19,-0.26,0.03,,0.21,0.08,0.17,,0.18,0.11,0.3,,0.077,0.053,0.123,,0.077,0.053,0.12,,0.067,-0.003,0.103,,0.067,0.067,0.1,,0.053,0.05,0.077,,0.053,0.043,0.053,,0.047,0.008,0.011,,0.008,0.007,0.009,,0.013,0.009,0.009,,0.01,0.008,0.008,,0.008,0.006,0.005,,0.006,0.004,0.004,,0.004,0.003,0,
DilutedEPS,,0.01,-0.39,-2.61,0.25,1.16,0.58,0.97,3.55,1.86,1.55,1.95,1.95,2.91,1.13,1.51,1.5,1.55,1.1,1.59,1.3,1.73,0.95,1.45,1.23,1.27,0.86,1.28,1.08,1.03,0.77,1.01,0.83,0.77,0.68,1.01,0.63,0.8,,0.77,0.49,0.68,,0.67,0.48,0.44,,0.51,0.33,0.45,,0.66,0.58,0.63,,0.57,0.44,0.79,,0.53,0.37,0.37,,0.41,0.33,0.35,,0.29,0.26,0.33,,0.19,0.11,0.13,,0.18,0.13,0.21,,0.19,-0.26,0.03,,0.21,0.08,0.17,,0.18,0.11,0.3,,0.077,0.053,0.12,,0.077,0.053,0.12,,0.067,-0.003,0.103,,0.067,0.067,0.1,,0.053,0.05,0.077,,0.053,0.043,0.053,,0.047,0.008,0.011,,0.008,0.007,0.009,,0.013,0.009,0.009,,0.01,0.008,0.008,,0.008,0.006,0.005,,0.006,0.004,0.004,,0.004,0.003,0,
BasicAverageShares,,"1,812,000,000","1,809,000,000","1,809,000,000","1,808,000,000","1,805,000,000","1,804,000,000","1,802,000,000","1,530,000,000","1,490,000,000","1,489,000,000","1,491,000,000","1,503,000,000","1,512,000,000","1,538,000,000","1,562,000,000","1,580,000,000","1,592,000,000","1,606,000,000","1,621,000,000","1,633,000,000","1,654,000,000","1,679,000,000","1,696,000,000","1,699,000,000","1,700,000,000","1,716,000,000","1,732,000,000","1,750,000,000","1,762,000,000","1,786,000,000","1,802,000,000","1,804,000,000","1,777,000,000","1,793,000,000","1,791,000,000","1,793,000,000","1,798,000,000",,"1,883,000,000","1,899,000,000","1,891,000,000",,"1,945,000,000","1,940,000,000","1,867,000,000",,"1,857,000,000","1,855,000,000","1,852,000,000",,"1,900,000,000","1,883,000,000","1,904,000,000",,"1,982,000,000","2,039,000,000","2,059,000,000",,"2,071,000,000","1,924,000,000","1,940,000,000",,"2,031,000,000","2,044,000,000","2,042,000,000",,"2,053,000,000","2,048,000,000","2,045,000,000",,"2,043,000,000","2,042,000,000","2,042,000,000",,"2,041,000,000","2,039,000,000","2,040,000,000",,"2,091,000,000","2,082,000,000","2,082,000,000",,"2,078,000,000","2,069,000,000","2,081,000,000",,"2,086,000,000","2,089,000,000","2,076,000,000",,"2,068,929,000","2,036,999,961","2,030,999,967",,"2,025,401,571","2,025,401,571","2,024,999,973",,"2,044,054,000","1,888,889,000","1,576,577,000",,"1,569,369,000","1,563,964,000","1,553,754,000",,"1,609,910,000","1,613,213,000","1,612,526,000",,"1,609,009,000","1,608,108,000","1,607,462,000",,"1,574,186,000","1,572,910,000","1,568,775,000",,"1,562,655,000","1,560,541,000","1,597,093,000",,"1,597,417,000","1,599,375,000","1,623,988,000",,"1,614,535,000","1,614,535,000","1,614,535,000",,"1,600,000,000","1,649,574,000","1,578,042,000",,"1,577,946,000","1,571,171,000","1,569,970,000",,"1,554,066,000","1,554,066,000","1,572,565,000",
